,title,pros,cons,rating
1349,Здравствуйте интересует в данном ноутбуке верхняя крышка сделана под карбон?,,,5
1350,"Користуюсь даним ноутбуком протягом 3 тижнів, найкращий в своїй ціновій категорії ігри йдуть на високих, стоїть 1 планка оперативної пам*яті ""Производитель DRAM SK hynix"" на 8 гб (2666) що не хватає для деяких ігор на високих і ультра налаштувань графіки тому прийдеться докуплювати ще на 8 гб хто бажає грати на ультра настройках. Питання до представників: яку оперативну пам*ять (бажано з тих що продаються на розетці) ви порекомендуєте на 8 гб для даного ноутбука?","Вигляд, Потужність, Відеокарта",Для ультра налаштувань графіки не вистачає оперативної пам*яті.,5
1351,"Взял себе его. Все великолепно. В играх типа третьего ведьмака или фаркрай 5 ничего не глючит, только греется. Но для геймерских, как понимаю, это норма. Однако, если идет установка игры или качаешь что-нибудь с нэта - начинает тормозить. Хотел узнать у представителей Acer - может ли это быть связано с недостаточно быстрым HDD ? Просто странно, что при игровых сессиях дискомфорта не чувствуешь, но стоит поставить на закачку торрент и одновременно с этим войти в браузер - начинает висеть...",Тянет все современные игры на средне-высоких настройках,Тормозит при нагрузке на жесткий,4
1352,"https://sun9-10.userapi.com/c854520/v854520006/193bd7/PG1n-SJBuC0.jpg пользуюсь этим ноутбуком полтора года , покупал летом 18 , с чутка другой комплектацией , I5 7300 И 1050(4) . В новых играх при фулл хд (апекс) претендует на низко-средние если хотите 60 фпс , низкие настройки , кс-дота , то высокие , Пабг можно взять 60 фпс хорошо поиграв с настройками(если выставить не ФУлл ХД,то 60 легко) ,Ведьмак на средне-низких в 60 кадрах звук приемлемый для ноута . Полтора года играл на нем , притензий к железу нету , тянет игры вполне норм , если правильно подойди к настройкам , конкуренты стоят также . В некоторых случая отключить турбо буст нужно , сохранив низкие температуры и не теряя производительности , если интересует как , гугл в помощь. Через год износ батареи показал 40% проверял Аидой , протерлись к подсветке клавишы шифт и немного потерт ctrl . Не знаю прикрепит ли розетка фото . Хотелось бы больше срока годности клавиш , ну а батарея в ноуте , это не вечное .",пользуюсь полтора года в коментах напишу подробней,"широкие рамки экрана ,спустя полтора года износ батареи 40% и стерлись 2 клавишы",4
1353,Подскажите пожалуйста м.2 максимально сколько можно поставить объем?Думаю брать после ответа представителя Асеr.,Думаю брать.,Пока нету.,3
1354,Норм ноут як для ігор,"проц, відюха",батарея екран,5
1355,"#моєрозпакування Ноутбук HP Pavilion Gaming 15-cx0036ua окрім зазначених переваг, має стильний дизайн, підсвітка клавіатури в зеленом кольорі виглядає захопливо, IPS: зображення яскраве та чітке. Батарея швидко заряджається до 50%, що важливо в дорозі при коротких зупинках де є живлення. Для роботи навіть більше ніж достатньо, по розвагам те що потрібно. Користувався різними ноутбуками, останній був від HP, сподобалась якість (жодних проблем за декілька років активного користування) і підтримка від виробника тому і вирішено було купити саме HP з установленою ліцензійною ОС. невеликий об'єм SSD нівелюється хмарними сховищами. На даний момент: ціна-бренд-ттх-якість є найкраща пропозиція.","Якісно зібран, встановлена ОС, потужні характеристики, швидка зарядка батареї, приваблива ціна, дизайн","присутне погойдування монітора при пересуванні ноутбка (обумовлене вузьким кріпленням), відсутній швидкий доступ до SSD та ОЗУ",5
1356,"Ноутбук в цілому шикарний. Все працює дуже швидко. Продуктивність в іграх та повсякденній роботі - без нарікань. Радує підсвітка - спокійного зеленого (не кислотного) кольору. Хороший IPS екран, з гарними кутами огляду. Нічого не хитається(навіть кришка, про яку багато, хто пише), не скрипить. Все виконано на хорошому рівні. Батарея заряджається дуже швидко: 25-30хв - 50%. Клавіатура зручна, пальці не ковзають. FPS: WoT - стандартна графіка, в якій усі параметри викручені на максимальному рівні - мінімально, що було 130 fps. В середньому - 200 - 250 Більше ніде не перевіряв, не дуже граю в ігри. Проте є і мінуси 1. Як писалось нижче - є проблема зі звуком. Перші 2-3 сек відео звуку просто немає, далі з'являється. Проблема не сказати, що серйозна. Скоріше трохи незручна. 2. Клавіші навігації (вверх, вниз) маленькі. Після старого ноутбука трохи незручно. Майте на увазі. 3. Нагрів. Зимою думаю не замерзнете. В тих же WoT, на тих самих налаштуваннях досягали 95-97*С. Допомогло зменшити температуру - встановлення Intel Extreme Tuning Utility і зменшення вольтажу на процессор(в моєму випадку - 0.160V), а також зменшення TDP для процессора з 45 W до 30 W. Тепер максимальні температури - 82-84*С. Все працює, як і працювало.","Ціна, комплектація, продуктивність","Звук, нагрів",4
1357,"Какая-то беда с аудиокартой (это мой обывательский вывод). описать глюк очень просто - когда запускаешь видео, первые секунды 2-3 идет без звука. Причем одинаково, что онлайн, что с компуктера. Попробую по гарантии вернуть в ремонт. Поддержка Розетки, подскажите, пожалуйста, как это сделать? Все ваши гарантийные чеки сохранены","быстрый, удобные кнопки, выгодное соотношение цена-характеристики","шумный, неравномерная яркость экрана (особенно видно на черном фоне), брак с аудиокартой (возможно только у меня)",3
1358,йо,"Ноутбук супер. Розетка - отстой. Обещанной 5 % скидки при оплате Мастеркард нет. На письма - ноль реакции. Звонок в службу поддержки - слизал все деньги с телефона, но ответа оператора так и не дождалась. Товар отправлен и получен, но сервис... Какой может быть сервис у слепого-глухого-немого?",Нет,5
1359,"Итак, прошло почти 2 месяца использования этого ноутбука. Начну с ответов на вопросы. В ноутбуке один слот под HDD или SSD 2.5"". Установлен HDD на 1Тб, TOSHIBA. Предусмотрен разъем под SSD с интерфейсом PCI Express 3.0 x4 в формфакторе М.2. Я сразу брал этот: https://hard.rozetka.com.ua/transcend_ts256gmte220s/p73824477/ Стоит учесть, что ни на материнке, ни в поставке с SSD, ВИНТИКА для его крепления нет! Так что заранее подумайте где брать винтик с резьбой М2! Оператива. Распаяно 8Гб, 2400 MHz, схема таймингов CL17 (но это не точно). Буду брать эту: https://hard.rozetka.com.ua/apacer_es_08g2t_gfh/p59738418 Только при идентичности планок оперативы они станут работать в двухканальном режиме. Собсна, это основной критерий при установке еще одной планки. Дисплей. 120 Гц есть. Засветы есть. Скорее всего, это следствие тонких рамок дисплея и матрица сильно ими прижата. При просмотре какого-то минимально светлого контента, засветов не видно. Разве что, при просмотре битвы с мертвецами из последнего сезона Игры престолов, будет немного раздражать) На сайте ASUS с фотками таких засветов сказано что все ок, чуваки, так и должно быть! Но хотелось бы задать производителю вопрос: неужели в 2020 году нельзя сделать негнущуюся крышку и матрицу без засветов у ноутбука, с такой стоимостью?!?! Шум. Два кулера есть два кулера! При повышенных нагрузках, заводится аки самолет, но я всегда в наушниках, так что мне все равно)) Уж лучше пусть шумит, чем греется! Кабель питания. Разъем наконец-то втыкается с характерным щелчком! Ура! А вот сам кабель это просто ужас. Ощущение, будто внутри моножила! Весь в изломах, перекрутах. Не думаю, что долго проживет. Надеюсь, на него гарантия тоже распространяется. Что скажите, представители ASUS? Поменяете? Достоинства. Ноутбук летает! Реальная игровая машинка! Ведьмак 3 летает, FPS не замерял, но и не ограничивал. Метро: Исход потяжелее. Настройки на минимум, ФПС на 60 и уже не так печально. Посмотрим что будет при 16 Гб оперативы. Пластик корпуса и клавиш очень приятный, как по цвету, так и по тактильным ощущениям. Но все отпечатки даже идеально сухих рук будут видны и оттереть их кроме как спиртом не получится. Зато ноут всегда в чистоте) Если что-то упустил, спрашивайте.","Быстродействие, корпус, цвет, подсветка клавиатуры, возможность апгрейда, 120 Гц, цена","Засветы матрицы, отпечатки на корпусе, кабель питания, отсутствие внятной спецификации",4
1360,рекомендую,Роботоспособность,пока отсутствуют,4
1361,"Проблемы с дисплеем (засветы). Для сравнения прикрепил снимки с левой стороны Asus ZenBook UX510UW VS с правой стороны Asus X571GD-AL148 Разницу я полагаю видно, идеально черный по всему экрану (ZenBook), а с другой стороны засветы везде (X571).  ---  p.s. Asus уже не тот!? или эта модель не фонтан!",,Дисплей (засветы),1
1362,"Неделя жизни с этим устройством ушла на нет. У первого ноутбука были ужасные засветы по всему экрану и жуткий трескающийся шум кулера. Я с надежной на случайный брак, поменял его на второй, у которого была поцарапана нижняя часть корпуса и залит каким-то клеем блок питания, который так и не смог оттереть. Сделав последнюю попытку, и поменяв на третий, в нем опять оказался брак экрана с какой-то аномалией по центру дисплея, в виде очень заметных красных и синих пятен. Сдал деньги, остался очень разочарован качеством ASUS, т-к верил в бренд всю жизнь. Сам ноутбук понравился своей эргономикой и удобством, потому особенно разочарован, что не смог нормально пользоваться.","Отличная эргономика корпуса, удобный выдув воздуха наверх, очень приятная клавиатура.","Огромный процент брака, или брак всей партии. Проблемы с дисплеем, засветы, аномалии матрицы, шум куллера.",1
1363,Сюда можно вставить SSD?,-,-,5
1364,Радости нет предела - все идеально так как мне нужно было!,"Маленький и все что нужно есть, работает отлично! Быстро!",Ноль,5
1365,Покупку здіснювала нещодано. Приємо здивована сервісом обслуговування за адресою Степана Бандери 6. Швидко підібрали потрібну модель та надалі хороші рекомендації. Ноутбуком задоволена.,швидко загружається,поки що не виявлено,5
1366,"Подскажите пожалуйста, что идёт в комплекте? Больше всего интересует переходник на RJ45. Если его в комплекте нет, то где можно купить фирменный? может кто-то знает. Заранее большое спасибо за ответ",Интересный ноут,Пока не купил,5
1367,"Запит до представника, не можна зупустити програми asus keyboarg hotkeys. Як її запустити або ще як інше змінити функцію клавіша fn. Myasus для даної моделі такої функції немає.",Якісний товар,Пррблема з функцією Fn,5
1368,А Egine Anreal 4 піде на цей ноутбук,,,5
1369,"Покупала в Розетке, по скидке, очень сильно довольна! Пользуюсб около 2 месяцев. Ноутбук нужен был для учебы, оказался быстрым, легким, производительным. Бтатарея в режиме работы с текстом и серфинга в интернете держит 6-7 часов. И внешний вид, конечно, выше всяких похвал. Рекомендую!","скорость работы, автономность, внешний вид, вес",не обнаружено,5
1370,"Покупал не в Розетке, у другого официальнго представителя. Когда забирал в магазине не проверил, так как спешил. Дома заметил полосу аж из восьми битых пикселей. На следующий день обменял без вопросов. Новый экземпляр уже неделю в использовании, пока без проблем. Так что советую внимательно проверять экран при получении.","Габариты, масса, заряд",Возможны деффекты матрицы,4
1371,"Купувала цей ноутбук з Windows 10 Home, але усі програми Word, Excel тощо демонстраційної версії (лише перегляд). Підкажіть, що робити.",,,4
1372,Чи є підсвітка клавіатури?,,,5
1373,#мояраспаковка Всем советую,"Цена,дизайн,производительность",не обнаружил,5
1374,"Працює класно, перед цим брали асер, чоловік наматюкався, а з цим трохи посидів, все встановив, працює тихо, не сильно гріється, по рівняно з асером, той шумний, та сильно грівся, при роботі пів часа, збалансований, приємний!!! Як буде працювати далі, буде видно!!!","Швидкий, якісний, тихий, збалансований",Поки не виявлено,5
1375,"Очень шустрый, дизайн минималистичный и со вкусом (slate grey), корпус из хорошего качественного пластика, неплохая клавиатура, динамики.","Цена, дизайн, производительность, отсутсвие шумов, опция разблокировки по отпечатку пальца",Пока что не заметила (неделя использования),5
1376,"Приятный ноут, нет разьема под кабель интернета но это ничего страшного. Wif выдал скорость 200/160",Одни достоинства,Вилка плоская,5
1377,"Доставили ноутбук на нову почту сразу после заказа, на следующий день. Очень быстро. Приятный бонус. Был доставлен без проблем/изъянов/трещин/царапин. После самостоятельной установки ОС очень хорошо работает, без зарядного устройства - до 5 часов. Из недостатков - громкая мышка и слишком яркая клавиатура, не всегда хорошо заметны буквы при раскладке серого цвета. Легкий, тихий, быстрый.",,,5
1378,Вообщем супер.,,,5
1379,"Сьогодні забрав ноутбук, не поганий, корпус зроблений з якісної пластмаси, але все ж таки є іноді неприємні звуки.Система охолодження тихенька. Клавіатура не дуже, могла б бути і краща. На рахунок екрану нічого поки що не можу сказати. В цілому, не погано.","Процесор ryzen, mx250 на 25w, система охолодження, швидка зарядка, тримає при активному використанні 3-4 год.","Корпус, клавіатура(середньої якості), звук(звучання не погане, але буває при включенні аудіо, чути хлопок з динаміка. Не положили в комплект переходнік для зарядки, прийшлось купляти.",4
1380,"В целом товаром доволен. Работает аппарат как и должен. Выполняет все нужные современному человеку функции. Только очень жду все-таки ответ от представителя компании по поводу ОЗУ. 2ГБ резервирется системой аппаратно. Что будет если я поменяю 1 планку 4гб на 8гб? Не изменится ли количество аппаратно зарезервированной памяти (останется также 2гб)? Очень, очень хочется услышать ответ. Заранее спасибо","Тонкий, тихий, достаточно мощный, неплохая батарея",ОЗУ,4
1381,"Попри те, що я купувала ноутбук, коли вже тут були коментарі, що вилка зарядки не підходить, я все одно також отримала з такою ж зарядкою. Ніяких змін від коментів тут( Зайняло тиждень, щоб отримати зарядку від компанії.","Тягне фотошоп та інші програми, які мій старий ноут не тягнув","Досить тонка і хитка верхня кришка, весь час за неї переживаю)",3
1382,"Ноутбук доставили. Открываю, блок питания с американским штекером. У нас европейские розетки. Переходника в коробке нет. Ноутбук не включить, чтобы проверить, работает ли он, вероятно, аккумулятор разряжен.  Вот как это?",,,2
1383,"Брал для жены под ее желания. Женский розовый цвет (ну это понятно), размер меньше 15-ти дюймов, подсветка, ну и от себя, конечно, смотрел начинку. Работает пока месяц без нареканий. Хорош как в работе, так и для игр. Указанные недостатки относительны, поскольку не для всех эти параметры важны, как и для нас. Ах да, выход охлаждения находится со стороны крепления экрана, а не сбоку. Это непривычно, но пока также не критично.","Небольшой размер, довольно мощная начинка, USB-3, подсветка клавиатуры, розовый цвет )))","Нет выхода для внешнего микрофона, встроенная батарея",5
1384,"Покупали для девушки. Кроме утонченного дизайна и конкуретоспособной конфигурации получили скидку от Розетки. Девушка довольна, мышку подобрала по цвету) Всем спасибо!)","Легкий, компактный, шустрый ноут",За неделю пользования не обнаружено,5
1385,"Жене очень понравился цвет. При получении когда осматривали покупку понравилась фишка с полным открытие ноутбука на 180 градусов, так же заметил что охлаждение выведено под экран, ему ничего не мешает. Удобная расстановка клавиш, безрамочный дисплей что делает пользование приятный ещё больше","Цвет корпуса, надежная сборка, отлично укомплектован.","не столкнулся, но в пользовании уже 4 месяца",5
1386,"Купил данный ноутбук, пока что покупкой доволен, работает тихо, битых пикселей не обнаружил, комплектация полная, работает тихо и сильно не греется. Единственное что жутко неудобно, в этом ноутбуке нету разъема под LAN, пришлось искать переходник чтобы напрямую подключить кабель от интернета. В остальном ноутбук классный",,,5
1387,"Отличный ноутбук, экран для работы супер, без кристаллического эффекта, глаза не устают, мощный, но единственное хотелось бы систему охлаждения лучше для 1060 и SSD, тут SSD SATA3 MLC 500мб чтение, 100мб запись.",,,5
1388,"Среднестатический ноут в котором можно и поиграть в новые игры и для работы требовательных приложений. Пользуюсь неделю и невероятно доволен. Только нагрев меня волнует, так как до этого использовал ПК и там такого нет вдь бандура большая и ей нагрев редко мешает.  Пробовал кто подключать подставки с ветеляторами или пасивным охлаждением есть ли разница в нагреве? А так же интересно от представителей, при средней температуре 70-80 градусов какой износ получаеться? На долго ли мне хватит так использовать ноутбук?","Харак-ки, дизайн, подсветка. Цена",Грееться.,5
1389,"Капець, купив ноутбук пару місяців назад, але тільки замітив, що розетка забулася поставити гарантійний талон",,,5
1390,,,,5
1391,Отличный ноутбук,"Цена, качество, начинка)",Очень много остаётся пятен на нем но ничего,5
1392,"Ноутбуком пользуюсь неделю, нареканий нет. Работает шустро, не зависает и лагов не заметил. Железо отличное, в играх пока не проверял, но, думаю, что будет все отлично.","Цена, железо","Маркое покрытие, остаются отпечатки",5
1393,Очень годный аппарат для моих нужд,Хорошее охолодженне Не шумит 1060,,5
1394,"Ноут досить швидкий, має гарний дизайн, підсвітка клавіш не напрягає. Мені подобається!!!","Ціна, відео 6 гб, класний дизайн",поки що не помітив,5
1395,"Ноутбук у викристанні майже 2 місяці. За тех.характеристиками цілком достатньо і для іграшок, і для іншої роботи. Збірка якісна - ніде нічого не скрипить, не відстає, і не люфтить; екран без засвітів, кути огляду достатні, не блікує - загалом задоволений цілком.  В комплектації також наявний диск з драйверами (хоча привід відсутній), який продубльований на окремому розділі SSD. HDD з заводу - не форматований, не розмічений. CPU i GPU - такі як вказано в характеристиках. RAM : встановлено 1 модуль ""SK hynix (SO-DIMM DDR4, 8Gb, 2400MHz)"", 2-1ий модуль вільний. Макс частота на модулях 2666 МГц, ємність 32 (16+16)Гб. Охолодження: В мене ноутбук встановлений на висоті близько 2 см над поверхнею столу, без підставки і додаткового охолодження, без заниження вольтажу та ін. В таких умовах при навантаженні (DOOM, Witcher 3 на ультра) температура може підійматись до 80-90 градусів по даних Nitro Sence. Але нагрів на клавіатурі не відчувається зовсім. В режимі економії енергії, при роботі з текстом, браузером температура процесора 35-40 град. Кулера при цьому не задіюються. При ввімкнених кулерах на макс.шв. (6122/хв) вдалось знизити до 27.  Батарея задовільна - при роботі з текстом до 6-7-ми годин витримує. Але за даними Win10- за 2 місяці знос - 4%.",,"Особисто для мене - адаптація ноутбука під Win10 - флешку з Win7 не розпізнає, при цьому на 3 інших пристроях все працює. В BIOS пунк ""Legasy"" відсутній.",4
1396,"Спустя 3 месяца нормальной работы , столкнулся с проблемой , когда ноутбук каждые 5-30 секунд сам жмёт альт ф4 и тем самым закрывает программы игры и всё что открыто. Думал что проблема в виндовсе, при установке системы , так же спрашивает вы действительно хотите выйте ( Тем самым я понимаю , что оно опять нажало альт ф4) Подскажите что делать , Проблема точно не в винде , как буто залипли клавиши альт ф4",Хорошая видиокарта,Большая нагрузка на цп во время игры. Сильный шум от охлождения.,4
1397,"В целом доволен, рекомендую.","Очень быстрый, тянет игрушки, не сильно греется",Чтобы увидеть SSD нужно провести определенные манипуляции.,5
1398,"Вибирав ноутбук довго і зупинив свій вибір на ньому. Користуюся ним не повний рік. Працює згідно заявлених характеристик не більше не менше. Корпус якісний та приємний , приємна підсвітка . Думав що звук буде поганий , помилився. Проблем з встановленням windows на ssd диск не виникло . Asus бренд який можна рекомендувати , адже мав неодноразовий негативний досвід з іншими компаніями . З недоліків шумність при навантаженнях (так як і у всіх ноутбуках даної цінової категорії) , пил добре збирає на себе , і посередня маркість корпусу .",Вище перечислене,Вище перечислене,5
1399,,,,5
1400,"Користуюсь три дні, машинка гарненька та приємна в роботі (ще б пак...). З особливостей - немає веб-камери (комусь потрібна, хтось заклеює, мені - байдуже). Мікрофон є. На тачпаді лише одна кнопка, і та як на мене занадто туга (це така мода зараз схоже). При роботі з лінуксом звик до двох кнопок, тепер приходиться звикати, скількома пальцями скільки разів стукати.","Маленький, легкий, гарний, хороші параметри",Одна кнопка на тачпаді,5
1401,"Лучше варианта не найти, в таких габаритах, производительность. Аккуратный и красивый, в реальности выглядит лучше чем на фото.",Классный ноут.,На оф. сайте АСУС на эту модель. нет НОРМАЛЬНОГО ПО (драйвера без исполняемого файла и т.д.),5
1402,"Ноутбук понравился. Отличный бюджетник на эти деньги: современный безрамочный дизайн в 13ом корпусе, хороший экран, компактная и удобная зарядка. Базовой производительности хватает с головой для Веб-серфинга и документов. Клавиатура и тачпад на мой взгляд удобные. Хотя последний маловат. Корпус кстати неплохой, прогибается только крышка матрицы, что вполне ожидаемо. Компактный зарядник в дизайне, как в МакБуках, но шнур не отсоединяется. Есть Type-C но заряжать ноутбук через него нельзя. В целом рекомендую.",Сбалансированный продукт,В идеале хотелось бы зарядку Type-C,4
1403,Есть ли возможность установить дополнительно 8гб оперативной памяти?,,,4
1404,"если надо для дома и не сложных графических задач - это оно. геймеры берут башни, многозадачники - более мощный процессор. это золотая середина. экран класный. клава ход мягкий, подсветка норм.",лучший в сегменте цена\качество,"наверно вес, но очи бачили що брали",5
1405,"Красивый дизайн, аккуратный, много метала, приятная клавиатура, держит заряд долго, отличный экран, мощности для моих задач более чем достаточно, дофига вкладок в браузере держит легко, виндовс встал отлично. Тихо работает клава не греется. в игры играть не пробовал","Компактный, красивый, производительный",пока не нашел,5
1406,"Для роботи те, що треба, компактний, чітке зображення.","Чудовий для своєї ціни, швидкий, зручний.",Не виявлено.,5
1407,AMD Athlon 300U самый крутой мобильный процессор в бюджетном сегменте. В категори цена\ призводительность равных ему нету. Рекомендую к покупке даный ноут.,,Пока-что не выявлено!,5
1408,Хороший ноутбук хоч не купляв на розетка ну дуже сподобався,,,5
1409,"Брал в ""слепую"" по рекомендации друзей. Понравился металлический корпус, клавиатура и яркий экран. Быстродействие на высоте! Приятный при касаниях. Крышка не очень маркая.",Металлический корпус. Клавиатура с подсветкой. Высокое быстродействие.,Пока все нравится.,5
1410,"Ноут вроди норм, единственное не понятно с батареей, жаряжалась всю ночь показала все равно что заряджена на 99%, но дальше было ещё интересней. Фото прилагается. Время работы и заряда как то не понятно подсчитывает.",Шустрый,Очень сильно видны отпечатки на сером цвете.,4
1411,,Ноут как ноут,"На сасос деле крышка ноута не алюмий а пластик и все очень низкого уачества, вообщем упал с высоты в пол метра и вмятина в пластике будто на нем попрыгали, все крашеный пластик из чёрного в серый.",2
1412,Очень быстрая зарядка и держит около 8 часов. В целом все поставленные рабочие задачи выполняет и подходит для игр.,"Аккумулятор, производительность",пока нет,5
1413,Ноутбук отличный! Дочери понравился! Соответствует описанию!,"Тонкий, лёгкий, шустрый",Нет,5
1414,"Две недели работаю, все отлично","Шустрый, легкий",-,5
1415,"Ноутбук доволі крутий, потужний і найголовніше - швидкий, ссд і 12 оперативки дайть своє. Трохи ціна кусається, але якість завжди дорого коштує. Металева кришка - ще один великий плюс. Екран також хороший. Маленький, компактний, легкий - це все про цей ноутбук. Але все таки є один ""косячок"". Провід, який йде до матриці, взагалі не захищений і я не знаю чи має так бути, але мені здається його можна було б якось краще заховати.","Легкий, порівняно потужний(в плані роботи, ігри дуже не пограєш), хороші матеріали","Не захований провід до, який йде до матриці.",4
1416,"Хочу отметить его велеколетные характеристики за эти деньги, всё по максимуму для работы и легко досуга. Отличный экран, хорошая камера со шторкой от нежелательных гостей. Металлическая верхняя крышка без люфта. Как поставил windows 10, подтянул драйвера, включается меньше 10 сек, все программы летают... не могу нарадоваться!","Экран, портативность, батарея, камера, корпус",Не обнаружено,5
1417,Работал почти месяц внезапно перезагрузилса провел диагностику и после диагностики выбивает ошыбку подскажите что делать ?,,,1
1418,Мне нравится,,,5
1419,"Такой и хотела , очень довольна! Цена приятная! Спасибо","Стильный дизайн, тонкий, большой матовый экран, яркие цвета, хороший звук, тихий",Нет,4
1420,"Отличный ноут, мне понравился. Неплохая производительность, ssd добавляет отзывчивости.","Тонкий, легкий, IPS экран, подсветка клавиш, розовый ) - для девушек важно.",несъемная батарея.,5
1421,"Удовлетворён комплектацией, упаковкой, качеством изделия, инструкциями. При получении в Одессе на Сахарова - в срок доставили, нормально предъявили. Зачётно. Приятно удивлён качеством за эти деньги. Рекомендую.",Цена,,5
1422,"Для работы идеальный вариант. Дизайн супер. Не шумит, тихая работа, отклик быстрый.","Дизайн, скорость работы","На экране заметила светлую точку (похоже на то, когда пальцем нажать на монитор и потом через секунд рассеиваеться, только здесь это пятно постоянно). На работу не влияет, но визуально портит картинку",4
1423,Добрый вечер)))) подскажите) почему не работает подсветка?????? Я нажимала клавиши Fn+пробел - не работает((((((( жду помощи))) Заранее спасибо,,,4
1424,"Отличный ноут, нареканий нету.",Одни достоинства.,-,5
1425,Хороший ноутбук для работы в офисных прогрмах.,Компактность,Качество сборки,4
1426,"Гарантия была в коробке что не могло не обрадовать.Оперативно,пришел через два дня после оформления заказа.Покупкой остались довольны.",Укомплектован. Со своими обязаностями справляется. Установили ПО.,,5
